ID,Porter,Snow,Lancaster
3028,want to add addit line for famili . need more info on rate .,want to add addit line for famili . need more info on rate .,want to ad addit lin for famy . nee mor info on rat .
379,He found a better rate and no contract . He said he cold not wait until hi contract expir .,he found a better rate and no contract . he said he cold not wait until his contract expir .,he found a bet rat and no contract . he said he cold not wait until his contract expir .
754,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
891,He found a better rate and no contract . He said he cold not wait until hi contract expir .,he found a better rate and no contract . he said he cold not wait until his contract expir .,he found a bet rat and no contract . he said he cold not wait until his contract expir .
3114,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
3722,He expect significantli better technic support .,he expect signific better technic support .,he expect sign bet techn support .
843,transfer to manag asap,transfer to manag asap,transfer to man asap
986,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
2377,need help with basic phone usag . I suggest he go back to the store and ask for some help .,need help with basic phone usag . i suggest he go back to the store and ask for some help .,nee help with bas phon us . i suggest he go back to the stor and ask for som help .
3389,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit lin work by the end of the week . forward him on to custom car .
1801,He doe not know if the problem are relat to the phone or if it is just the batteri . He wa will to test a new batteri . I ask him to tri that first . If he is still have problem he will call us back .,he doe not know if the problem are relat to the phone or if it is just the batteri . he was will to test a new batteri . i ask him to tri that first . if he is still have problem he will call us back .,he doe not know if the problem ar rel to the phon or if it is just the battery . he was wil to test a new battery . i ask him to try that first . if he is stil hav problem he wil cal us back .
3697,want a new facepl .,want a new facepl .,want a new facepl .
77,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
1300,"the custom wold like to chang hi address , and complain thi should be significantli easier . I am not sure what he mean by self servic . He also thought the phone suck .","the custom wold like to chang his address , and complain this should be signific easier . i am not sure what he mean by self servic . he also thought the phone suck .","the custom wold lik to chang his address , and complain thi should be sign easy . i am not sur what he mean by self serv . he also thought the phon suck ."
1387,He love the phone when it work . the problem is that the phone hardli ever work . He think the batteri is lame .,he love the phone when it work . the problem is that the phone hard ever work . he think the batteri is lame .,he lov the phon when it work . the problem is that the phon hard ev work . he think the battery is lam .
231,the handset never work well after I drop it in the toilet . I am surpris it ever work after that .,the handset never work well after i drop it in the toilet . i am surpris it ever work after that .,the handset nev work wel aft i drop it in the toilet . i am surpr it ev work aft that .
1233,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
1827,veri unhappi with new phone becaus it doe not use a simm chip . He say he wll have to reenter all hi inform in hi phone book and he find that a wast of time . claim other compani use simm to make thi easier with their phone .,veri unhappi with new phone becaus it doe not use a simm chip . he say he wll have to reenter all his inform in his phone book and he find that a wast of time . claim other compani use simm to make this easier with their phone .,very unhappy with new phon becaus it doe not us a sim chip . he say he wll hav to reent al his inform in his phon book and he find that a wast of tim . claim oth company us sim to mak thi easy with their phon .
798,transfer to manag asap,transfer to manag asap,transfer to man asap
2994,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
767,I wish the handset wa bigger . It is uncomfort use the handset for a long time .,i wish the handset was bigger . it is uncomfort use the handset for a long time .,i wish the handset was big . it is uncomfort us the handset for a long tim .
1505,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
1321,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
3228,want inform on our internet servic . refer him to web site .,want inform on our internet servic . refer him to web site .,want inform on our internet serv . refer him to web sit .
1431,want inform on our internet servic . refer him to web site .,want inform on our internet servic . refer him to web site .,want inform on our internet serv . refer him to web sit .
1644,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
2006,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
250,He claim hi bill alway seem to have call he did not make .,he claim his bill alway seem to have call he did not make .,he claim his bil alway seem to hav cal he did not mak .
2850,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1941,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
3776,realli is unhappi with the websit . claim the self servic stuff doe not work .,realli is unhappi with the websit . claim the self servic stuff doe not work .,real is unhappy with the websit . claim the self serv stuff doe not work .
3552,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
280,the custom wa veri unhappi with the wait time for support . then he said that hi recption wa just too unreli to be of ani valu .,the custom was veri unhappi with the wait time for support . then he said that his recption was just too unreli to be of ani valu .,the custom was very unhappy with the wait tim for support . then he said that his recpt was just too unrely to be of any valu .
647,claim he never receiv hi bill . wa realli unhappi that I ask him for hi cc . want me to turn on hi phone . I switch him ot the manag .,claim he never receiv his bill . was realli unhappi that i ask him for his cc . want me to turn on his phone . i switch him ot the manag .,claim he nev receiv his bil . was real unhappy that i ask him for his cc . want me to turn on his phon . i switch him ot the man .
3644,want to add anoth phone . contact provis .,want to add anoth phone . contact provis .,want to ad anoth phon . contact provid .
1332,He realli think the recept is inadequ everywher but on the highway . want to know when thi will be fix ?,he realli think the recept is inadequ everywher but on the highway . want to know when this will be fix ?,he real think the receiv is inadequ everywh but on the highway . want to know when thi wil be fix ?
1856,He claim that the charger never realli work veri well . As a result the phone wa alway die on him . He could not wait to get out of hi current contract .,he claim that the charger never realli work veri well . as a result the phone was alway die on him . he could not wait to get out of his current contract .,he claim that the charg nev real work very wel . as a result the phon was alway dying on him . he could not wait to get out of his cur contract .
1198,ask for a chang of address and want to switch plan . transeff him to custom care .,ask for a chang of address and want to switch plan . transeff him to custom care .,ask for a chang of address and want to switch plan . transeff him to custom car .
3362,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
3161,I need a handset which also function as a pda . you did not offer such a model .,i need a handset which also function as a pda . you did not offer such a model .,i nee a handset which also funct as a pda . you did not off such a model .
898,want to chang address .,want to chang address .,want to chang address .
2649,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
778,He ask us to pleas take him off the outbound call list . In addit want to chang rate plan at the end of the year .,he ask us to pleas take him off the outbound call list . in addit want to chang rate plan at the end of the year .,he ask us to pleas tak him off the outbound cal list . in addit want to chang rat plan at the end of the year .
23,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1025,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
2931,the cleariti of the call wa bad . way too much static on the handset .,the cleariti of the call was bad . way too much static on the handset .,the clear of the cal was bad . way too much stat on the handset .
633,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
2621,need help with basic phone usag . I suggest he go back to the store and ask for some help .,need help with basic phone usag . i suggest he go back to the store and ask for some help .,nee help with bas phon us . i suggest he go back to the stor and ask for som help .
887,want more inform on the famili plan . also ask about how he could use call screen .,want more inform on the famili plan . also ask about how he could use call screen .,want mor inform on the famy plan . also ask about how he could us cal screening .
3092,ask how to disabl call wait . refer him to web site .,ask how to disabl call wait . refer him to web site .,ask how to dis cal wait . refer him to web sit .
335,He love the phone when it work . the problem is that the phone hardli ever work . He think the batteri is lame .,he love the phone when it work . the problem is that the phone hard ever work . he think the batteri is lame .,he lov the phon when it work . the problem is that the phon hard ev work . he think the battery is lam .
3486,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
2999,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
1728,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
3322,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1589,He ask for a new phone number . I refer him to custom care .,he ask for a new phone number . i refer him to custom care .,he ask for a new phon numb . i refer him to custom car .
257,I had a terribl time with the handset . It realli did not work well .,i had a terribl time with the handset . it realli did not work well .,i had a terr tim with the handset . it real did not work wel .
2998,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
2416,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
3259,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
228,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
2852,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
2591,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
1974,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
3704,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
1452,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
2720,want inform on our internet servic . refer him to web site .,want inform on our internet servic . refer him to web site .,want inform on our internet serv . refer him to web sit .
2536,realli is unhappi with the websit . claim the self servic stuff doe not work .,realli is unhappi with the websit . claim the self servic stuff doe not work .,real is unhappy with the websit . claim the self serv stuff doe not work .
1394,He hate the phone . claim that the recept is horribl in mani part of the metropolitian area .,he hate the phone . claim that the recept is horribl in mani part of the metropolitian area .,he hat the phon . claim that the receiv is horr in many part of the metropolit are .
2315,ask how to disabl call wait . refer him to web site .,ask how to disabl call wait . refer him to web site .,ask how to dis cal wait . refer him to web sit .
3189,ask about coverag in lo angel and new york . Is afraid that he will be out of network when travel .,ask about coverag in los angel and new york . is afraid that he will be out of network when travel .,ask about cov in los angel and new york . is afraid that he wil be out of network when travel .
329,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
3640,hope to get an additon line work by the end of the week for hi wife .,hope to get an additon line work by the end of the week for his wife .,hop to get an additon lin work by the end of the week for his wif .
1101,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
3719,He expect significantli better technic support .,he expect signific better technic support .,he expect sign bet techn support .
2597,want to chang address .,want to chang address .,want to chang address .
1786,He claim hi bill alway seem to have call he did not make .,he claim his bill alway seem to have call he did not make .,he claim his bil alway seem to hav cal he did not mak .
2995,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
2794,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
246,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
2300,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
3424,"He hate hi phone . He can not understand whi we gave him such a horribl piec of rubbish . I tri to explain that he could bring it in for servic , but he just want a new phone . He doe not want to wast ani more time with the 3399 . I ask custom car","he hate his phone . he can not understand whi we gave him such a horribl piec of rubbish . i tri to explain that he could bring it in for servic , but he just want a new phone . he doe not want to wast ani more time with the 3399 . i ask custom car","he hat his phon . he can not understand why we gav him such a horr piec of rub . i tri to explain that he could bring it in for serv , but he just want a new phon . he doe not want to wast any mor tim with the 3399 . i ask custom car"
3106,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
1363,handset suck,handset suck,handset suck
3418,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
721,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
1255,the handset never work well after I drop it in the toilet . I am surpris it ever work after that .,the handset never work well after i drop it in the toilet . i am surpris it ever work after that .,the handset nev work wel aft i drop it in the toilet . i am surpr it ev work aft that .
203,He did not realiz that chang hi rate plan effect the date on hi contract . when he found that out he could not wait till hi contract end .,he did not realiz that chang his rate plan effect the date on his contract . when he found that out he could not wait till his contract end .,he did not real that chang his rat plan effect the dat on his contract . when he found that out he could not wait til his contract end .
1799,want to know when we will unlimit internet minut .,want to know when we will unlimit internet minut .,want to know when we wil unlimit internet minut .
749,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
478,realli is unhappi with the websit . claim the self servic stuff doe not work .,realli is unhappi with the websit . claim the self servic stuff doe not work .,real is unhappy with the websit . claim the self serv stuff doe not work .
422,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
878,He love the phone when it work . the problem is that the phone hardli ever work . He think the batteri is lame .,he love the phone when it work . the problem is that the phone hard ever work . he think the batteri is lame .,he lov the phon when it work . the problem is that the phon hard ev work . he think the battery is lam .
3222,want to add anoth phone . contact provis .,want to add anoth phone . contact provis .,want to ad anoth phon . contact provid .
2575,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
3717,He expect significantli better technic support .,he expect signific better technic support .,he expect sign bet techn support .
1157,He found a better rate and no contract . He said he cold not wait until hi contract expir .,he found a better rate and no contract . he said he cold not wait until his contract expir .,he found a bet rat and no contract . he said he cold not wait until his contract expir .
180,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit lin work by the end of the week . forward him on to custom car .
901,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
2428,"He hate hi phone . He can not understand whi we gave him such a horribl piec of rubbish . I tri to explain that he could bring it in for servic , but he just want a new phone . He doe not want to wast ani more time with the 3399 . I ask custom car","he hate his phone . he can not understand whi we gave him such a horribl piec of rubbish . i tri to explain that he could bring it in for servic , but he just want a new phone . he doe not want to wast ani more time with the 3399 . i ask custom car","he hat his phon . he can not understand why we gav him such a horr piec of rub . i tri to explain that he could bring it in for serv , but he just want a new phon . he doe not want to wast any mor tim with the 3399 . i ask custom car"
1020,need help with basic phone usag . I suggest he go back to the store and ask for some help .,need help with basic phone usag . i suggest he go back to the store and ask for some help .,nee help with bas phon us . i suggest he go back to the stor and ask for som help .
793,your custom handset wa realli bad . I had to wait forev to get help .,your custom handset was realli bad . i had to wait forev to get help .,yo custom handset was real bad . i had to wait forev to get help .
784,the recept near hi home is realli horribl . He know exactli when hi call will drop . He want to know what we are go to do to fix thi ? He say that if we do not fix it he will go to a differ cell compani and sinc we can not keep our end of t,the recept near his home is realli horribl . he know exact when his call will drop . he want to know what we are go to do to fix this ? he say that if we do not fix it he will go to a differ cell compani and sinc we can not keep our end of t,the receiv near his hom is real horr . he know exact when his cal wil drop . he want to know what we ar going to do to fix thi ? he say that if we do not fix it he wil go to a diff cel company and sint we can not keep our end of t
2093,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
1059,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
1443,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
2183,want more inform on the famili plan . also ask about how he could use call screen .,want more inform on the famili plan . also ask about how he could use call screen .,want mor inform on the famy plan . also ask about how he could us cal screening .
1848,lost the direct to phone and want anoth manual . I refer him to web site .,lost the direct to phone and want anoth manual . i refer him to web site .,lost the direct to phon and want anoth man . i refer him to web sit .
2000,want to chang address .,want to chang address .,want to chang address .
748,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
755,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
533,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1084,I expect significantli better technic support .,i expect signific better technic support .,i expect sign bet techn support .
1765,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
1826,He doe not know if the problem are relat to the phone or if it is just the batteri .,he doe not know if the problem are relat to the phone or if it is just the batteri .,he doe not know if the problem ar rel to the phon or if it is just the battery .
2507,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
2913,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1785,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
3582,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
3321,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
3522,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
3715,He expect significantli better technic support .,he expect signific better technic support .,he expect sign bet techn support .
2097,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
2807,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
2492,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
2750,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
2289,need help with basic phone usag . I suggest he go back to the store and ask for some help .,need help with basic phone usag . i suggest he go back to the store and ask for some help .,nee help with bas phon us . i suggest he go back to the stor and ask for som help .
3413,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
2104,hope to get an additon line work by the end of the week for hi wife .,hope to get an additon line work by the end of the week for his wife .,hop to get an additon lin work by the end of the week for his wif .
981,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
2264,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
3226,want inform on our internet servic . refer him to web site .,want inform on our internet servic . refer him to web site .,want inform on our internet serv . refer him to web sit .
2531,realli is unhappi with the websit . claim the self servic stuff doe not work . In addit think he phone doe not work well .,realli is unhappi with the websit . claim the self servic stuff doe not work . in addit think he phone doe not work well .,real is unhappy with the websit . claim the self serv stuff doe not work . in addit think he phon doe not work wel .
2576,ask how to disabl call wait . refer him to web site .,ask how to disabl call wait . refer him to web site .,ask how to dis cal wait . refer him to web sit .
2063,ask how to disabl call wait . refer him to web site .,ask how to disabl call wait . refer him to web site .,ask how to dis cal wait . refer him to web sit .
3104,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
554,He charg it and after a coupl of call it simpli die on him . He replac the batteri per our suggest and he still ha the same problem .,he charg it and after a coupl of call it simpli die on him . he replac the batteri per our suggest and he still has the same problem .,he charg it and aft a coupl of cal it simply die on him . he replac the battery per our suggest and he stil has the sam problem .
2886,need help with basic phone usag . I suggest he go back to the store and ask for some help .,need help with basic phone usag . i suggest he go back to the store and ask for some help .,nee help with bas phon us . i suggest he go back to the stor and ask for som help .
242,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
3701,He expect significantli better technic support .,he expect signific better technic support .,he expect sign bet techn support .
2581,ask how to disabl call wait . refer him to web site .,ask how to disabl call wait . refer him to web site .,ask how to dis cal wait . refer him to web sit .
934,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
2527,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
3038,realli is unhappi with the websit . claim the self servic stuff doe not work .,realli is unhappi with the websit . claim the self servic stuff doe not work .,real is unhappy with the websit . claim the self serv stuff doe not work .
2004,want to chang address .,want to chang address .,want to chang address .
3469,want inform on our internet servic . refer him to web site .,want inform on our internet servic . refer him to web site .,want inform on our internet serv . refer him to web sit .
2328,want to chang address .,want to chang address .,want to chang address .
3695,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
388,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
1134,want to chang address .,want to chang address .,want to chang address .
356,"can not believ the roam charg . He said that when he sign up that the sale person misl him with respect to what would be cover . In addit , he think that the recept in mani of the citi he travel to is inadequ .","can not believ the roam charg . he said that when he sign up that the sale person misl him with respect to what would be cover . in addit , he think that the recept in mani of the citi he travel to is inadequ .","can not believ the roam charg . he said that when he sign up that the sal person misl him with respect to what would be cov . in addit , he think that the receiv in many of the city he travel to is inadequ ."
2894,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
1359,He love the phone when it work . the problem is that the phone hardli ever work . He think the batteri is lame .,he love the phone when it work . the problem is that the phone hard ever work . he think the batteri is lame .,he lov the phon when it work . the problem is that the phon hard ev work . he think the battery is lam .
3645,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
849,"He found a phone and want to know what to do with it . He said it wa one of our , but that the batteri wa dead . ask who he should send it too .","he found a phone and want to know what to do with it . he said it was one of our , but that the batteri was dead . ask who he should send it too .","he found a phon and want to know what to do with it . he said it was on of our , but that the battery was dead . ask who he should send it too ."
267,say that hi web recept realli is just to slow . want to know when he can expect thi to work at a decent rate of speed ? He also want to know whi it work so much better at the store ?,say that his web recept realli is just to slow . want to know when he can expect this to work at a decent rate of speed ? he also want to know whi it work so much better at the store ?,say that his web receiv real is just to slow . want to know when he can expect thi to work at a dec rat of spee ? he also want to know why it work so much bet at the stor ?
744,I suspect that the handset on my phone wa defect from the day I bought it .,i suspect that the handset on my phone was defect from the day i bought it .,i suspect that the handset on my phon was defect from the day i bought it .
3641,hope to get an additon line work by the end of the week for hi wife .,hope to get an additon line work by the end of the week for his wife .,hop to get an additon lin work by the end of the week for his wif .
2795,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
484,realli is unhappi with the websit . claim the self servic stuff doe not work .,realli is unhappi with the websit . claim the self servic stuff doe not work .,real is unhappy with the websit . claim the self serv stuff doe not work .
3555,need help with basic phone usag . I suggest he go back to the store and ask for some help .,need help with basic phone usag . i suggest he go back to the store and ask for some help .,nee help with bas phon us . i suggest he go back to the stor and ask for som help .
124,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
3713,want inform on our internet servic . refer him to web site .,want inform on our internet servic . refer him to web site .,want inform on our internet serv . refer him to web sit .
2509,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
2470,want to add anoth phone . contact provis .,want to add anoth phone . contact provis .,want to ad anoth phon . contact provid .
194,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
1285,He realli think the recept is inadequ everywher but on the highway . want to know when thi will be fix ?,he realli think the recept is inadequ everywher but on the highway . want to know when this will be fix ?,he real think the receiv is inadequ everywh but on the highway . want to know when thi wil be fix ?
401,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
2858,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
